Назив на отворениот инвестиционен фонд,Датум на пресметка на документот за удел,Датум на вреднување,Дневна последна продажна цена на документот за удел,Дневна просечна продажна цена на документот за удел,Дневна откупна цена на документот за удел
Генерали Глобал- Растечки Пазари,2022-02-14,11.2.2022,76.65,76.65,76.65
Иново Статус Балансиран,2022-02-14,11.2.2022,36.9826,36.9826,36.9826
НЛБ БРИК,2022-02-14,11.2.2022,165.6747,165.6747,165.6747
НЛБ Америка,2022-02-14,11.2.2022,132.3357,132.3357,132.3357
КБ Инвест - Балансиран,2022-02-14,11.2.2022,192.2303,192.2303,192.2303
КБ Инвест - Обврзници,2022-02-14,11.2.2022,154.7971,154.7971,154.7971
КБ Инвест Паричен,2022-02-14,11.2.2022,132.1655,132.1655,132.1655
НЛБ Кеш Депозит,2022-02-14,11.2.2022,124.5016,124.5016,124.5016
Генерали Кеш Фонд,2022-02-14,11.2.2022,1227.3497,1227.3497,1227.3497
НЛБ Топ Брендови,2022-02-14,11.2.2022,152.3148,152.3148,152.3148
ВФП Премиум Акции,2022-02-14,11.2.2022,145.8177,145.8177,145.8177
ВФП Кеш Депозит,2022-02-14,11.2.2022,113.0419,113.0419,113.0419
ВФП БОНД,2022-02-14,11.2.2022,116.602,116.602,116.602
КБ Инвест - МБИ 10,2022-02-14,11.2.2022,258.3812,258.3812,258.3812
Граве Глобал,2022-02-14,11.2.2022,131.8458,131.8458,131.8458
ВФП Дивиденда Акции,2022-02-14,11.2.2022,119.2745,119.2745,119.2745
КБ Инвест - Акции,2022-02-14,11.2.2022,103.4726,103.4726,103.4726
КБ Инвест - Златен фонд,2022-02-14,11.2.2022,95.4276,95.4276,95.4276
Иново Статус Балансиран,2022-11-02,10.2.2022,36.995,36.995,36.995
НЛБ БРИК,2022-11-02,10.2.2022,167.8784,167.8784,167.8784
НЛБ Америка,2022-11-02,10.2.2022,132.6888,132.6888,132.6888
КБ Инвест - Балансиран,2022-11-02,10.2.2022,192.7032,192.7032,192.7032
КБ Инвест - Обврзници,2022-11-02,10.2.2022,155.1519,155.1519,155.1519
КБ Инвест Паричен,2022-11-02,10.2.2022,132.1618,132.1618,132.1618
НЛБ Кеш Депозит,2022-11-02,10.2.2022,124.4972,124.4972,124.4972
НЛБ Топ Брендови,2022-11-02,10.2.2022,153.4455,153.4455,153.4455
ВФП Премиум Акции,2022-11-02,10.2.2022,147.4016,147.4016,147.4016
ВФП Кеш Депозит,2022-11-02,10.2.2022,113.0382,113.0382,113.0382
ВФП БОНД,2022-11-02,10.2.2022,116.7933,116.7933,116.7933
КБ Инвест - МБИ 10,2022-11-02,10.2.2022,258.9249,258.9249,258.9249
Граве Глобал,2022-11-02,10.2.2022,132.8712,132.8712,132.8712
ВФП Дивиденда Акции,2022-11-02,10.2.2022,121.1336,121.1336,121.1336
КБ Инвест - Акции,2022-11-02,10.2.2022,103.8488,103.8488,103.8488
КБ Инвест - Златен фонд,2022-11-02,10.2.2022,92.1748,92.1748,92.1748
Иново Статус Балансиран,2022-09-02,08.2.2022,36.9671,36.9671,36.9671
НЛБ БРИК,2022-09-02,08.2.2022,166.5814,166.5814,166.5814
НЛБ Америка,2022-09-02,08.2.2022,132.1861,132.1861,132.1861
КБ Инвест - Балансиран,2022-09-02,08.2.2022,192.3226,192.3226,192.3226
КБ Инвест - Обврзници,2022-09-02,08.2.2022,155.0427,155.0427,155.0427
КБ Инвест Паричен,2022-09-02,08.2.2022,132.1216,132.1216,132.1216
НЛБ Кеш Депозит,2022-09-02,08.2.2022,124.4881,124.4881,124.4881
НЛБ Топ Брендови,2022-09-02,08.2.2022,153.0232,153.0232,153.0232
ВФП Премиум Акции,2022-09-02,08.2.2022,146.0776,146.0776,146.0776
ВФП Кеш Депозит,2022-09-02,08.2.2022,113.0295,113.0295,113.0295
ВФП БОНД,2022-09-02,08.2.2022,116.6353,116.6353,116.6353
КБ Инвест - МБИ 10,2022-09-02,08.2.2022,259.2958,259.2958,259.2958
Граве Глобал,2022-09-02,08.2.2022,130.7758,130.7758,130.7758
ВФП Дивиденда Акции,2022-09-02,08.2.2022,120.6063,120.6063,120.6063
КБ Инвест - Акции,2022-09-02,08.2.2022,103.1738,103.1738,103.1738
КБ Инвест - Златен фонд,2022-09-02,08.2.2022,93.4683,93.4683,93.4683
Граве Глобал,2022-08-02,07.2.2022,113.0259,113.0259,113.0259
Генерали Југоисточна Европа,2022-07-02,04.2.2022,63.3693,63.3693,63.3693
Генерали Глобал- Растечки Пазари,2022-07-02,04.2.2022,77.8029,77.8029,77.8029
Иново Статус Балансиран,2022-07-02,04.2.2022,36.8122,36.8122,36.8122
НЛБ БРИК,2022-07-02,04.2.2022,166.9523,166.9523,166.9523
НЛБ Америка,2022-07-02,04.2.2022,131.8525,131.8525,131.8525
КБ Инвест - Балансиран,2022-07-02,04.2.2022,192.1211,192.1211,192.1211
КБ Инвест - Обврзници,2022-07-02,04.2.2022,155.6195,155.6195,155.6195
НЛБ Топ Брендови,2022-07-02,04.2.2022,153.8067,153.8067,153.8067
ВФП Премиум Акции,2022-07-02,04.2.2022,145.8128,145.8128,145.8128
ВФП Кеш Депозит,2022-07-02,04.2.2022,113.014,113.014,113.014
КБ Инвест - МБИ 10,2022-07-02,04.2.2022,256.7964,256.7964,256.7964
Граве Глобал,2022-07-02,04.2.2022,131.1064,131.1064,131.1064
ВФП Дивиденда Акции,2022-07-02,04.2.2022,121.3909,121.3909,121.3909
КБ Инвест - Акции,2022-07-02,04.2.2022,103.1853,103.1853,103.1853
КБ Инвест - Златен фонд,2022-07-02,04.2.2022,91.7969,91.7969,91.7969
Генерали Југоисточна Европа,2022-03-02,02.2.2022,63.7627,63.7627,63.7627
Генерали Глобал- Растечки Пазари,2022-03-02,02.2.2022,78.7587,78.7587,78.7587
Иново Статус Балансиран,2022-03-02,02.2.2022,36.7926,36.7926,36.7926
НЛБ БРИК,2022-03-02,02.2.2022,168.1231,168.1231,168.1231
НЛБ Америка,2022-03-02,02.2.2022,132.7243,132.7243,132.7243
КБ Инвест - Балансиран,2022-03-02,02.2.2022,192.8644,192.8644,192.8644
КБ Инвест - Обврзници,2022-03-02,02.2.2022,156.0624,156.0624,156.0624
КБ Инвест Паричен,2022-03-02,02.2.2022,132.09,132.09,132.09
НЛБ Кеш Депозит,2022-03-02,02.2.2022,124.4647,124.4647,124.4647
Генерали Кеш Фонд,2022-03-02,02.2.2022,1226.8213,1226.8213,1226.8213
НЛБ Топ Брендови,2022-03-02,02.2.2022,156.1842,156.1842,156.1842
ВФП Премиум Акции,2022-03-02,02.2.2022,149.1678,149.1678,149.1678
ВФП Кеш Депозит,2022-03-02,02.2.2022,113.0063,113.0063,113.0063
ВФП БОНД,2022-03-02,02.2.2022,117.7395,117.7395,117.7395
КБ Инвест - МБИ 10,2022-03-02,02.2.2022,255.536,255.536,255.536
Граве Глобал,2022-03-02,02.2.2022,133.4156,133.4156,133.4156
ВФП Дивиденда Акции,2022-03-02,02.2.2022,124.6558,124.6558,124.6558
КБ Инвест - Акции,2022-03-02,02.2.2022,104.5944,104.5944,104.5944
КБ Инвест - Златен фонд,2022-03-02,02.2.2022,92.3826,92.3826,92.3826
Генерали Југоисточна Европа,2022-01-04,31.3.2022,61.9008,61.9008,61.9008
Генерали Глобал- Растечки Пазари,2022-01-04,31.3.2022,75.4474,75.4474,75.4474
Иново Статус Балансиран,2022-01-04,31.3.2022,36.6646,36.6646,36.6646
НЛБ БРИК,2022-01-04,31.3.2022,152.2515,152.2515,152.2515
НЛБ Америка,2022-01-04,31.3.2022,128.831,128.831,128.831
КБ Инвест - Балансиран,2022-01-04,31.3.2022,174.2082,174.2082,174.2082
КБ Инвест - Обврзници,2022-01-04,31.3.2022,130.4179,130.4179,130.4179
КБ Инвест Паричен,2022-01-04,31.3.2022,132.4064,132.4064,132.4064
НЛБ Кеш Депозит,2022-01-04,31.3.2022,124.7059,124.7059,124.7059
Генерали Кеш Фонд,2022-01-04,31.3.2022,1230.0444,1230.0444,1230.0444
НЛБ Топ Брендови,2022-01-04,31.3.2022,151.632,151.632,151.632
ВФП Премиум Акции,2022-01-04,31.3.2022,144.0824,144.0824,144.0824
ВФП Кеш Депозит,2022-01-04,31.3.2022,113.2231,113.2231,113.2231
ВФП БОНД,2022-01-04,31.3.2022,114.0473,114.0473,114.0473
КБ Инвест - МБИ 10,2022-01-04,31.3.2022,250.5626,250.5626,250.5626
Граве Глобал,2022-01-04,31.3.2022,132.9282,132.9282,132.9282
ВФП Дивиденда Акции,2022-01-04,31.3.2022,122.1727,122.1727,122.1727
КБ Инвест - Акции,2022-01-04,31.3.2022,99.6712,99.6712,99.6712
КБ Инвест - Златен фонд,2022-01-04,31.3.2022,102.7182,102.7182,102.7182
Генерали Југоисточна Европа,2022-03-31,30.3.2022,61.877,61.877,61.877
Генерали Глобал- Растечки Пазари,2022-03-31,30.3.2022,76.7107,76.7107,76.7107
Иново Статус Балансиран,2022-03-31,30.3.2022,36.6814,36.6814,36.6814
НЛБ БРИК,2022-03-31,30.3.2022,154.3856,154.3856,154.3856
НЛБ Америка,2022-03-31,30.3.2022,128.9213,128.9213,128.9213
КБ Инвест - Балансиран,2022-03-31,30.3.2022,175.0904,175.0904,175.0904
КБ Инвест - Обврзници,2022-03-31,30.3.2022,130.6509,130.6509,130.6509
КБ Инвест Паричен,2022-03-31,30.3.2022,132.4009,132.4009,132.4009
НЛБ Кеш Депозит,2022-03-31,30.3.2022,124.7017,124.7017,124.7017
Генерали Кеш Фонд,2022-03-31,30.3.2022,1229.9869,1229.9869,1229.9869
НЛБ Топ Брендови,2022-03-31,30.3.2022,153.4307,153.4307,153.4307
ВФП Премиум Акции,2022-03-31,30.3.2022,146.0237,146.0237,146.0237
ВФП Кеш Депозит,2022-03-31,30.3.2022,113.2186,113.2186,113.2186
ВФП БОНД,2022-03-31,30.3.2022,114.047,114.047,114.047
КБ Инвест - МБИ 10,2022-03-31,30.3.2022,250.7909,250.7909,250.7909
Граве Глобал,2022-03-31,30.3.2022,123.9656,123.9656,123.9656
КБ Инвест - Акции,2022-03-31,30.3.2022,100.5296,100.5296,100.5296
КБ Инвест - Златен фонд,2022-03-31,30.3.2022,103.6864,103.6864,103.6864
Генерали Југоисточна Европа,2022-03-30,29.3.2022,62.0576,62.0576,62.0576
Генерали Глобал- Растечки Пазари,2022-03-30,29.3.2022,77.6602,77.6602,77.6602
Иново Статус Балансиран,2022-03-30,29.3.2022,36.6708,36.6708,36.6708
НЛБ БРИК,2022-03-30,29.3.2022,156.0594,156.0594,156.0594
НЛБ Америка,2022-03-30,29.3.2022,129.2635,129.2635,129.2635
КБ Инвест - Балансиран,2022-03-30,29.3.2022,175.9246,175.9246,175.9246
КБ Инвест - Обврзници,2022-03-30,29.3.2022,131.095,131.095,131.095
КБ Инвест Паричен,2022-03-30,29.3.2022,132.3962,132.3962,132.3962
НЛБ Кеш Депозит,2022-03-30,29.3.2022,124.6978,124.6978,124.6978
Генерали Кеш Фонд,2022-03-30,29.3.2022,1229.9315,1229.9315,1229.9315
НЛБ Топ Брендови,2022-03-30,29.3.2022,154.8944,154.8944,154.8944
ВФП Премиум Акции,2022-03-30,29.3.2022,147.4879,147.4879,147.4879
ВФП Кеш Депозит,2022-03-30,29.3.2022,113.2144,113.2144,113.2144
ВФП БОНД,2022-03-30,29.3.2022,114.0998,114.0998,114.0998
КБ Инвест - МБИ 10,2022-03-30,29.3.2022,251.0614,251.0614,251.0614
Граве Глобал,2022-03-30,29.3.2022,133.0015,133.0015,133.0015
ВФП Дивиденда Акции,2022-03-30,29.3.2022,125.5559,125.5559,125.5559
КБ Инвест - Акции,2022-03-30,29.3.2022,101.4826,101.4826,101.4826
КБ Инвест - Златен фонд,2022-03-30,29.3.2022,103.3512,103.3512,103.3512
Генерали Југоисточна Европа,2022-03-29,28.3.2022,61.4869,61.4869,61.4869
Генерали Глобал- Растечки Пазари,2022-03-29,28.3.2022,76.6638,76.6638,76.6638
Иново Статус Балансиран,2022-03-29,28.3.2022,36.6992,36.6992,36.6992
НЛБ БРИК,2022-03-29,28.3.2022,153.7376,153.7376,153.7376
НЛБ Америка,2022-03-29,28.3.2022,127.9643,127.9643,127.9643
КБ Инвест - Балансиран,2022-03-29,28.3.2022,174.7548,174.7548,174.7548
КБ Инвест - Обврзници,2022-03-29,28.3.2022,129.7828,129.7828,129.7828
КБ Инвест Паричен,2022-03-29,28.3.2022,132.3911,132.3911,132.3911
НЛБ Кеш Депозит,2022-03-29,28.3.2022,124.6938,124.6938,124.6938
Генерали Кеш Фонд,2022-03-29,28.3.2022,1229.873,1229.873,1229.873
НЛБ Топ Брендови,2022-03-29,28.3.2022,153.1395,153.1395,153.1395
ВФП Премиум Акции,2022-03-29,28.3.2022,144.99,144.99,144.99
ВФП Кеш Депозит,2022-03-29,28.3.2022,113.21,113.21,113.21
ВФП БОНД,2022-03-29,28.3.2022,113.4933,113.4933,113.4933
КБ Инвест - МБИ 10,2022-03-29,28.3.2022,251.2362,251.2362,251.2362
Граве Глобал,2022-03-29,28.3.2022,132.3121,132.3121,132.3121
ВФП Дивиденда Акции,2022-03-29,28.3.2022,123.4342,123.4342,123.4342
КБ Инвест - Акции,2022-03-29,28.3.2022,100.1387,100.1387,100.1387
КБ Инвест - Златен фонд,2022-03-29,28.3.2022,102.4155,102.4155,102.4155
Генерали Југоисточна Европа,2022-03-28,25.3.2022,61.2918,61.2918,61.2918
Генерали Глобал- Растечки Пазари,2022-03-28,25.3.2022,76.5652,76.5652,76.5652
Иново Статус Балансиран,2022-03-28,25.3.2022,36.6912,36.6912,36.6912
НЛБ БРИК,2022-03-28,25.3.2022,153.7769,153.7769,153.7769
НЛБ Америка,2022-03-28,25.3.2022,127.4787,127.4787,127.4787
КБ Инвест - Балансиран,2022-03-28,25.3.2022,174.7333,174.7333,174.7333
КБ Инвест - Обврзници,2022-03-28,25.3.2022,129.569,129.569,129.569
КБ Инвест Паричен,2022-03-28,25.3.2022,132.3763,132.3763,132.3763
НЛБ Кеш Депозит,2022-03-28,25.3.2022,124.6799,124.6799,124.6799
Генерали Кеш Фонд,2022-03-28,25.3.2022,1229.7033,1229.7033,1229.7033
НЛБ Топ Брендови,2022-03-28,25.3.2022,152.9446,152.9446,152.9446
ВФП Премиум Акции,2022-03-28,25.3.2022,144.3733,144.3733,144.3733
ВФП Кеш Депозит,2022-03-28,25.3.2022,113.197,113.197,113.197
ВФП БОНД,2022-03-28,25.3.2022,113.4182,113.4182,113.4182
КБ Инвест - МБИ 10,2022-03-28,25.3.2022,250.9391,250.9391,250.9391
Граве Глобал,2022-03-28,25.3.2022,132.0641,132.0641,132.0641
ВФП Дивиденда Акции,2022-03-28,25.3.2022,123.3742,123.3742,123.3742
КБ Инвест - Акции,2022-03-28,25.3.2022,100.5711,100.5711,100.5711
КБ Инвест - Златен фонд,2022-03-28,25.3.2022,105.0323,105.0323,105.0323
Генерали Југоисточна Европа,2022-03-25,24.3.2022,61.0788,61.0788,61.0788
Генерали Глобал- Растечки Пазари,2022-03-25,24.3.2022,76.6225,76.6225,76.6225
Иново Статус Балансиран,2022-03-25,24.3.2022,36.6142,36.6142,36.6142
НЛБ БРИК,2022-03-25,24.3.2022,154.0253,154.0253,154.0253
НЛБ Америка,2022-03-25,24.3.2022,126.8181,126.8181,126.8181
КБ Инвест - Балансиран,2022-03-25,24.3.2022,174.3784,174.3784,174.3784
КБ Инвест - Обврзници,2022-03-25,24.3.2022,129.3155,129.3155,129.3155
КБ Инвест Паричен,2022-03-25,24.3.2022,132.3714,132.3714,132.3714
НЛБ Кеш Депозит,2022-03-25,24.3.2022,124.6754,124.6754,124.6754
Генерали Кеш Фонд,2022-03-25,24.3.2022,1229.6473,1229.6473,1229.6473
НЛБ Топ Брендови,2022-03-25,24.3.2022,152.5113,152.5113,152.5113
ВФП Премиум Акции,2022-03-25,24.3.2022,143.9902,143.9902,143.9902
ВФП Кеш Депозит,2022-03-25,24.3.2022,113.1929,113.1929,113.1929
ВФП БОНД,2022-03-25,24.3.2022,113.2556,113.2556,113.2556
КБ Инвест - МБИ 10,2022-03-25,24.3.2022,250.4634,250.4634,250.4634
Граве Глобал,2022-03-25,24.3.2022,131.3469,131.3469,131.3469
ВФП Дивиденда Акции,2022-03-25,24.3.2022,122.972,122.972,122.972
КБ Инвест - Акции,2022-03-25,24.3.2022,100.3801,100.3801,100.3801
КБ Инвест - Златен фонд,2022-03-25,24.3.2022,104.6039,104.6039,104.6039
Генерали Југоисточна Европа,2022-03-24,23.3.2022,61.5113,61.5113,61.5113
Генерали Глобал- Растечки Пазари,2022-03-24,23.3.2022,76.1826,76.1826,76.1826
Иново Статус Балансиран,2022-03-24,23.3.2022,36.637,36.637,36.637
НЛБ БРИК,2022-03-24,23.3.2022,153.3555,153.3555,153.3555
НЛБ Америка,2022-03-24,23.3.2022,127.6505,127.6505,127.6505
КБ Инвест - Балансиран,2022-03-24,23.3.2022,174.1434,174.1434,174.1434
КБ Инвест - Обврзници,2022-03-24,23.3.2022,129.4026,129.4026,129.4026
КБ Инвест Паричен,2022-03-24,23.3.2022,132.3677,132.3677,132.3677
НЛБ Кеш Депозит,2022-03-24,23.3.2022,124.6717,124.6717,124.6717
Генерали Кеш Фонд,2022-03-24,23.3.2022,1229.602,1229.602,1229.602
НЛБ Топ Брендови,2022-03-24,23.3.2022,151.4153,151.4153,151.4153
ВФП Премиум Акции,2022-03-24,23.3.2022,143.2261,143.2261,143.2261
ВФП Кеш Депозит,2022-03-24,23.3.2022,113.1897,113.1897,113.1897
ВФП БОНД,2022-03-24,23.3.2022,113.1768,113.1768,113.1768
КБ Инвест - МБИ 10,2022-03-24,23.3.2022,251.4673,251.4673,251.4673
Граве Глобал,2022-03-24,23.3.2022,132.0741,132.0741,132.0741
ВФП Дивиденда Акции,2022-03-24,23.3.2022,121.6332,121.6332,121.6332
КБ Инвест - Акции,2022-03-24,23.3.2022,99.7943,99.7943,99.7943
КБ Инвест - Златен фонд,2022-03-24,23.3.2022,104.479,104.479,104.479
Генерали Југоисточна Европа,2022-03-23,22.3.2022,61.9581,61.9581,61.9581
Генерали Глобал- Растечки Пазари,2022-03-23,22.3.2022,76.5102,76.5102,76.5102
Иново Статус Балансиран,2022-03-23,22.3.2022,36.6499,36.6499,36.6499
НЛБ БРИК,2022-03-23,22.3.2022,153.9421,153.9421,153.9421
